,train_score,sparsity_sc,sparsity_sp,sparsity_diff
actr3b,0.8561661,0.12010877079780613,0.1820987654320988,0.06198999463429267
mical2,0.8559495,0.10153477439277314,0.20370370370370372,0.10216892931093058
meis1,0.8556232,0.9595335760704244,0.9691358024691358,0.009602226398711333
opalin,0.8547469,0.9857123104576669,0.5092592592592593,-0.47645305119840764
1700047m11rik,0.8545264,0.9904595105314099,0.845679012345679,-0.1447804981857309
ipcef1,0.8544682,0.4540719915195649,0.19753086419753085,-0.25654112732203405
cd274,0.8539565,0.9578743605106697,0.9876543209876543,0.029779960476984613
arhgef25,0.8536526,0.18306678342628013,0.191358024691358,0.008291241265077853
ogn,0.85363317,0.9828547725492004,0.9567901234567902,-0.02606464909241024
pdgfra,0.853267,0.9681522791169286,0.7438271604938271,-0.22432511862310145
car10,0.85324,0.3039129833617551,0.191358024691358,-0.11255495867039711
bcan,0.85290307,0.7391805318707656,0.2314814814814815,-0.5076990503892841
myrf,0.85235655,0.9767709821634327,0.7932098765432098,-0.18356110562022288
pbx1,0.8520187,0.1496520256256625,0.20370370370370372,0.05405167807804123
fa2h,0.8510624,0.9850209706411025,0.6574074074074074,-0.32761356323369506
rasgrf2,0.85092133,0.3963220721758769,0.23456790123456794,-0.16175417094130895
cox4i2,0.8506236,0.9835461123657648,0.9660493827160493,-0.017496729649715492
ier5,0.8494075,0.32691155459280086,0.2222222222222222,-0.10468933237057865
gja1,0.84915215,0.9442319214637969,0.24382716049382713,-0.7004047609699697
anapc11,0.8484444,0.01465640411116742,0.1820987654320988,0.16744236132093138
rab3c,0.8471954,0.06535465732589762,0.19753086419753085,0.13217620687163323
plxnb3,0.84678537,0.9914273862746001,0.8858024691358025,-0.10562491713879762
tyrobp,0.8459422,0.9834539337235563,0.44753086419753085,-0.5359230695260254
csf1r,0.8459131,0.9790293588975434,0.537037037037037,-0.4419923218605064
mapk3,0.84537023,0.24307507950407892,0.2006172839506173,-0.04245779555346163
gpr37,0.8451072,0.913997326819376,0.5617283950617284,-0.3522689317576475
s100b,0.8444691,0.7391344425496613,0.24691358024691357,-0.49222086230274775
pla2g7,0.84367687,0.7924597870673364,0.2592592592592593,-0.5332005278080771
dpy19l1,0.8436057,0.3845692952942803,0.21604938271604934,-0.16851991257823096
kcnj10,0.8435477,0.9589805042171728,0.345679012345679,-0.6133014918714939
dner,0.8425764,0.19882933124395075,0.21604938271604934,0.017220051472098596
chl1,0.84172356,0.09015071208001102,0.20370370370370372,0.1135529916236927
fn1,0.8415748,0.9709176383831866,0.6975308641975309,-0.2733867741856557
gab1,0.84143704,0.9559846983453933,0.7623456790123457,-0.1936390193330476
vstm2l,0.8412673,0.17080702401253633,0.23765432098765427,0.06684729697511793
asns,0.84091485,0.055721989215098855,0.2129629629629629,0.15724097374786405
nmnat2,0.84071386,0.06028483200442458,0.2006172839506173,0.1403324519461927
pls3,0.84023625,0.09038115868553254,0.2222222222222222,0.13184106353668967
slc30a3,0.83952475,0.3797299165783288,0.24382716049382713,-0.13590275608450164
c1qb,0.8390611,0.9781075724754574,0.37962962962962965,-0.5984779428458278
myl4,0.8387434,0.6156611513112411,0.33024691358024694,-0.28541423773099417
th,0.8382329,0.972208139374107,0.9753086419753086,0.003100502601201649
btbd3,0.8372074,0.24713093976125733,0.23765432098765427,-0.009476618773603063
bcl11a,0.8368619,0.1613587131861548,0.2314814814814815,0.07012276829532671
cacng3,0.8368111,0.16085173065400749,0.23456790123456794,0.07371617058056046
ndrg1,0.8367259,0.8959303129464903,0.5092592592592593,-0.386671053687231
gm13861,0.835643,0.9760796423468683,0.9876543209876543,0.011574678640785985
cd53,0.8356299,0.9705950131354565,0.9074074074074074,-0.06318760572804905
kcnmb4,0.8354861,0.2368530211549984,0.21913580246913578,-0.017717218685862623
igfbp4,0.834832,0.4652716965479099,0.26543209876543206,-0.19983959778247784
ly6a,0.8347078,0.9681522791169286,0.4012345679012346,-0.566917711215694
nfib,0.83467764,0.23136839194358672,0.2407407407407407,0.009372348797153984
ptpn18,0.83461165,0.982946951191409,0.9074074074074074,-0.07553954378400152
ptprz1,0.83426833,0.6753468221413099,0.2222222222222222,-0.4531245999190877
serpine2,0.8342299,0.47955938609024285,0.2129629629629629,-0.26659642312727994
acsbg1,0.8335973,0.9398534359588884,0.4135802469135802,-0.5262731890453082
crym,0.83287114,0.7013411992441352,0.3641975308641975,-0.3371436683799377
mfge8,0.8328343,0.8865741807623173,0.3271604938271605,-0.5594136869351568
cdk14,0.83206683,0.17131400654468365,0.2129629629629629,0.04164895641827926
dtnbp1,0.8318574,0.15218693828639906,0.2222222222222222,0.07003528393582314
myh11,0.8309155,0.97234640733742,0.9876543209876543,0.015307913650234317
sorbs2,0.8308897,0.12342720191731571,0.23456790123456794,0.11114069931725223
slc13a4,0.83045983,0.9852975065677283,0.9783950617283951,-0.006902444839333222
rtn4r,0.83009285,0.48937641148545885,0.23765432098765427,-0.2517220904978046
egr3,0.82984996,0.49260266396275987,0.24382716049382713,-0.24877550346893273
foxp1,0.8298298,0.13172327971608977,0.2407407407407407,0.10901746102465093
col1a2,0.82975274,0.9795363414296907,0.8919753086419753,-0.08756103278771543
lyn,0.82914656,0.9693045121445361,0.9012345679012346,-0.06806994424330148
cpne6,0.82885754,0.16195787436051068,0.2314814814814815,0.06952360712097083
elavl2,0.8287719,0.13624003318431122,0.26234567901234573,0.12610564582803452
rprm,0.82664925,0.6695856570032723,0.43518518518518523,-0.2344004718180871
slc25a18,0.8264575,0.9278702124717703,0.49691358024691357,-0.4309566322248567
ppp1r12a,0.82645375,0.02557957321288662,0.2314814814814815,0.2059019082685949
vstm4,0.8263566,0.982025164769323,0.9845679012345679,0.0025427364652449436
gjb2,0.8261323,0.9857123104576669,0.9444444444444444,-0.04126786601322252
ano3,0.82597196,0.37678020002765356,0.2592592592592593,-0.11752094076839426
gpr88,0.8250974,0.7913997326819375,0.4228395061728395,-0.36856022650909803
pkig,0.82467544,0.04055860257178412,0.22530864197530864,0.18475003940352452
kcnh7,0.82426417,0.2349172696686178,0.2407407407407407,0.005823471072122888
hexb,0.82374907,0.3624464211642162,0.2314814814814815,-0.1309649396827347
atp13a5,0.82374024,0.9739134442549662,0.904320987654321,-0.06959245660064517
sept11,0.8232879,0.03028068396552519,0.2314814814814815,0.20120079751595632
ntsr2,0.8232154,0.8130156242798543,0.33333333333333337,-0.47968229094652093
slc24a3,0.8228504,0.2752454256348804,0.27469135802469136,-0.0005540676101890574
fcgr3,0.8224971,0.9720237820896899,0.8148148148148149,-0.157208967274875
fam163b,0.82165116,0.22887956860395442,0.25617283950617287,0.027293270902218447
scgn,0.82110494,0.9670461354104254,0.9938271604938271,0.026781025083401744
dlg1,0.8210256,0.16550675208554178,0.2407407407407407,0.07523398865519892
phldb1,0.82092047,0.7788173480204637,0.40740740740740744,-0.3714099406130562
c1qc,0.8208675,0.980504217172881,0.42901234567901236,-0.5514918714938687
alcam,0.82010543,0.24109323869659405,0.22530864197530864,-0.015784596721285404
fgfr3,0.8199595,0.9229386551136102,0.5185185185185186,-0.4044201365950916
mmd2,0.81982505,0.4789141355947827,0.25617283950617287,-0.22274129608860982
crybb1,0.8197824,0.9907360464580357,0.9197530864197531,-0.07098296003828264
neurod2,0.81905717,0.4965202562566253,0.2716049382716049,-0.2249153179850204
unc93b1,0.8189007,0.9701802092455178,0.8518518518518519,-0.11832835739366598
cacna1e,0.81852096,0.2182790247499654,0.2407407407407407,0.02246171599077529
ppp1r1b,0.8180572,0.5248651887357699,0.26234567901234573,-0.2625195097234242
gpr183,0.8173468,0.9622989353366825,0.9814814814814815,0.019182546144798973
rapgef5,0.81725377,0.32608194681292346,0.2777777777777778,-0.04830416903514567
rnase4,0.8172268,0.9531732497580311,0.8055555555555556,-0.1476176942024755
carhsp1,0.8168701,0.9289763561782735,0.6790123456790124,-0.2499640104992611
cobl,0.8164576,0.45697561874913584,0.2901234567901234,-0.16685216195901242
ccdc136,0.8159442,0.08904456837350783,0.2777777777777778,0.18873320940426996
tmem98,0.8158257,0.9757109277780338,0.8703703703703703,-0.10534055740766346
gm11549,0.8155571,0.47024934322717427,0.2777777777777778,-0.19247156544939648
atp2b4,0.815438,0.48121860164999775,0.3395061728395061,-0.14171242881049162
synpo,0.8153221,0.3314283080610223,0.24691358024691357,-0.08451472781410874
s1pr1,0.81505525,0.9393003641056368,0.32407407407407407,-0.6152262900315627
fgf13,0.81502163,0.17218970364566533,0.26234567901234573,0.09015597536668041
sez6,0.814512,0.23777480757708436,0.2901234567901234,0.052348649213039056
camk1,0.8136683,0.060423099967737426,0.2777777777777778,0.21735467781004036
prkca,0.8135832,0.1787804765635802,0.25,0.0712195234364198
igfbp6,0.8129614,0.5526570493616629,0.2592592592592593,-0.29339779010240363
lmod1,0.81274754,0.960685809098032,0.9938271604938271,0.033141351395795104
etv1,0.81267697,0.562658432041296,0.3919753086419753,-0.17068312339932068
plcxd2,0.8121085,0.38231091856016963,0.3549382716049383,-0.02737264695523134
tbx2,0.81202275,0.9894916347882196,0.9598765432098766,-0.029615091578342967
igf2,0.8116461,0.9881089551550906,0.8518518518518519,-0.1362571033032387
vstm2a,0.8112203,0.08070240125362949,0.27469135802469136,0.19398895677106187
gabrd,0.8111522,0.3085219154721851,0.29320987654320985,-0.015312038928975258
rorb,0.8107651,0.649260266396276,0.49382716049382713,-0.15543310590244885
olig2,0.8103312,0.9848366133566853,0.8487654320987654,-0.13607118125791984
gsn,0.8101286,0.7793704198737152,0.4228395061728395,-0.35653091370087575
colec12,0.8096754,0.9660321703461308,0.9290123456790124,-0.037019824667118395
emcn,0.80955285,0.9793519841452736,0.9166666666666666,-0.06268531747860695
sncg,0.8089062,0.9714707102364382,0.9567901234567902,-0.014680586779648008
ifitm3,0.808543,0.9524358206203623,0.4135802469135802,-0.538855573706782
rgs17,0.80829066,0.0866940129971886,0.2901234567901234,0.20342944379293482
vtn,0.80824316,0.9536802322901784,0.4722222222222222,-0.4814580100679562
kcnab3,0.8079686,0.4260035949670461,0.3580246913580247,-0.06797890360902137
ppp1r14a,0.8079482,0.9756648384569295,0.5802469135802469,-0.3954179248766826
ndufa4l2,0.8079237,0.9683366364013458,0.9351851851851852,-0.03315145121616059
ptprb,0.80788153,0.9431257777572937,0.7993827160493827,-0.14374306170791096
trem2,0.8075589,0.9369958980504217,0.7314814814814814,-0.20551441656894032
art3,0.80709267,0.9438632068949624,0.9351851851851852,-0.008678021709777162
neto1,0.8070211,0.19721620500530024,0.2716049382716049,0.07438873326630469
gad2,0.80700624,0.5085495690648476,0.3179012345679012,-0.1906483344969464
cxcl14,0.8067569,0.7452182329354289,0.33333333333333337,-0.4118848996020955
olfml3,0.806118,0.9750656772825737,0.7376543209876543,-0.23741135629491938
kcnip3,0.80580425,0.3586210075125593,0.29320987654320985,-0.06541113096934947
ltc4s,0.80523896,0.9677835645480942,0.9197530864197531,-0.04803047812834116
slco2b1,0.80486727,0.9800894132829423,0.8549382716049383,-0.125151141678004
adcy2,0.80485326,0.23123012398027376,0.2716049382716049,0.04037481429133116
rora,0.8045451,0.18514080287597368,0.33333333333333337,0.1481925304573597
slc2a13,0.8044253,0.14398303912983357,0.2870370370370371,0.14305399790720352
necab1,0.8043752,0.2709591187721805,0.2870370370370371,0.016077918264856605
car14,0.80419433,0.986034935705397,0.8487654320987654,-0.1372695036066316
ly6c1,0.803724,0.9678757431903028,0.3919753086419753,-0.5759004345483275
galnt9,0.8034862,0.31050375627967,0.3179012345679012,0.0073974782882312295
rbpms2,0.8033637,0.9839148269345993,0.9753086419753086,-0.008606184959290664
tmem88b,0.8029594,0.8904456837350786,0.6728395061728395,-0.2176061775622391
kdr,0.8026081,0.987555883301839,0.8734567901234568,-0.11409909317838218
ptk2,0.8025428,0.1275752408167028,0.2901234567901234,0.16254821597342062
slc4a4,0.80230534,0.7087154906208232,0.3395061728395061,-0.36920931778131705
ggt5,0.80187535,0.9925796193022077,0.9753086419753086,-0.017270977326899084
elmo1,0.8017933,0.22966308706272753,0.2901234567901234,0.06046036972739588
rit2,0.80161023,0.06337281651841264,0.29320987654320985,0.2298370600247972
dcn,0.8013563,0.9742821588238005,0.9382716049382716,-0.036010553885528984
nostrin,0.80101097,0.9564455915564364,0.9166666666666666,-0.03977892488976975
marcksl1,0.8005956,0.3401852790708393,0.308641975308642,-0.03154330376219727
gfra4,0.8002013,0.09217864220860028,0.28395061728395066,0.19177197507535038
mtfp1,0.80004364,0.07507950407890496,0.27469135802469136,0.1996118539457864
dgkb,0.7997521,0.3485274461907176,0.308641975308642,-0.03988547088207561
ssbp3,0.7996348,0.08383647508872194,0.29320987654320985,0.2093734014544879
gstm2,0.79961073,0.9776466792644144,0.9722222222222222,-0.005424457042192188
nkx6-2,0.7994938,0.9845600774300595,0.7777777777777778,-0.20678229965228168
evi2a,0.7991694,0.909388394708946,0.7006172839506173,-0.20877111075832866
s100a16,0.7991615,0.9327095911877218,0.3734567901234568,-0.559252801064265
rgs5,0.79870045,0.8972208139374107,0.5401234567901234,-0.3570973571472873
aspa,0.7980275,0.98617320366871,0.7438271604938271,-0.24234604317488284
tsn,0.7973895,0.029773701433377875,0.29320987654320985,0.26343617510983197
enho,0.7971175,0.143890860487625,0.2716049382716049,0.12771407778397992
fhl2,0.7970492,0.33428584596948885,0.29320987654320985,-0.041075969426279
gpr34,0.79667944,0.9340461814997465,0.845679012345679,-0.0883671691540675
cnr1,0.79616696,0.20085726137254,0.2777777777777778,0.07692051640523778
fdps,0.7959048,0.07378900308798453,0.2993827160493827,0.22559371296139819
ube2e3,0.79567325,0.05198875420565052,0.28395061728395066,0.23196186307830013
rasl10a,0.7949531,0.6040005530718533,0.3549382716049383,-0.249062281466915
pcp4l1,0.79470646,0.4593261741254552,0.35185185185185186,-0.10747432227360332
bex1,0.7934892,0.05327925519657095,0.2962962962962963,0.24301704109972533
sall3,0.7926734,0.9805963958150896,0.9660493827160493,-0.014547013099040274
bhlhe40,0.7926004,0.44107480296815227,0.3487654320987654,-0.09230937086938684
kcnc2,0.79186255,0.3030833755818777,0.3271604938271605,0.024077118245282803
higd1b,0.7916632,0.9778310365488316,0.8981481481481481,-0.0796828884006835
hepacam,0.7907986,0.9341383601419551,0.5092592592592593,-0.42487910088269576
cdc42ep1,0.79078394,0.9728533898695673,0.8271604938271605,-0.14569289604240676
dach1,0.7905946,0.9415126515186432,0.9537037037037037,0.012191052185060558
gng5,0.79054826,0.5985159238604416,0.33024691358024694,-0.2682690102801947
scn1a,0.79049736,0.09305433930958196,0.3179012345679012,0.22484689525831925
rnd2,0.79016095,0.47790017053048806,0.31172839506172845,-0.1661717754687596
itga1,0.7896089,0.9708715490620823,0.9135802469135803,-0.05729130214850198
snhg18,0.78892756,0.9547863759966816,0.9506172839506173,-0.004169092046064304
rasgrp3,0.78832793,0.9538645895745955,0.9074074074074074,-0.04645718216718808
lmo3,0.7882573,0.3044660552150067,0.34259259259259256,0.03812653737758587
fcer1g,0.7880256,0.9799050559985252,0.6728395061728395,-0.3070655498256857
hs3st4,0.78786105,0.6421625109462137,0.4320987654320988,-0.21006374551411489
vbp1,0.7863604,0.023413375120984514,0.31481481481481477,0.29140143969383026
lgr5,0.78602594,0.9342305387841637,0.962962962962963,0.028732424178799287
emx2,0.78600967,0.9631746324376642,0.9506172839506173,-0.012557348487046927
clstn2,0.7852878,0.23597732405401672,0.3395061728395061,0.1035288487854894
gprasp2,0.78504664,0.07830575655620597,0.32407407407407407,0.2457683175178681
s100a10,0.7849067,0.48439876480619437,0.36111111111111116,-0.12328765369508321
a830018l16rik,0.7847896,0.15951514034198278,0.3395061728395061,0.17999103249752335
nrip3,0.783799,0.24703876111904877,0.3364197530864198,0.08938099196737104
slc6a13,0.78373367,0.984790524035581,0.9537037037037037,-0.031086820331877263
efr3a,0.78369635,0.04558233857215288,0.3179012345679012,0.2723188959957483
nrep,0.78332686,0.21279439553855373,0.345679012345679,0.13288461680712527
selplg,0.7820628,0.952850624510301,0.7067901234567902,-0.24606050105351085
pcolce,0.78199863,0.9740978015393833,0.9537037037037037,-0.02039409783567958
osbpl8,0.7816534,0.08277642070332303,0.33333333333333337,0.25055691263001034
tmeff1,0.7803405,0.16126653454394613,0.35185185185185186,0.19058531730790573
cyth2,0.7802934,0.07217587684933402,0.32098765432098764,0.24881177747165362
etl4,0.7801418,0.16582937733327185,0.3364197530864198,0.17059037575314795
cd9,0.779712,0.9457067797391344,0.4320987654320988,-0.5136080143070356
pecam1,0.77953756,0.9853435958888326,0.8827160493827161,-0.1026275465061165
cmtm5,0.77928615,0.9527584458680923,0.4814814814814815,-0.4712769643866108
pex5l,0.77902937,0.2989353366824906,0.35185185185185186,0.052916515169361245
kctd1,0.7787984,0.3940636954417661,0.37037037037037035,-0.023693325071395765
gjb6,0.7785991,0.9414665621975389,0.5308641975308642,-0.41060236466667466
gjc3,0.7785187,0.9871410794119002,0.6820987654320987,-0.3050423139798015
tmem130,0.7784851,0.06374153108724712,0.32407407407407407,0.26033254298682695
nav3,0.77847236,0.09849287919988936,0.3055555555555556,0.20706267635566622
dio2,0.7781546,0.9268101580863713,0.6790123456790124,-0.24779781240735899
tspan2,0.77808356,0.6197170115684196,0.3271604938271605,-0.2925565177412591
spock3,0.7773201,0.17721343964603398,0.33024691358024694,0.15303347393421296
fxyd6,0.7771619,0.2180024888233396,0.345679012345679,0.12767652352233938
litaf,0.77708346,0.9326635018666175,0.7438271604938271,-0.18883634137279037
etv5,0.77574956,0.1400654468359681,0.36111111111111116,0.22104566427514305
clk1,0.77526885,0.006175969027976236,0.31481481481481477,0.30863884578683853
ly86,0.7751477,0.9876941512651518,0.7530864197530864,-0.23460773151206538
neurod6,0.77502507,0.48767110660459967,0.3672839506172839,-0.12038715598731575
b3galt2,0.7747477,0.2414619532654284,0.3950617283950617,0.1535997751296333
aif1,0.7746553,0.9300364105636724,0.7222222222222222,-0.20781418834145016
marc2,0.77368385,0.13038668940406506,0.3364197530864198,0.20603306368235474
luzp2,0.77340865,0.5508134765174909,0.3641975308641975,-0.18661594565329342
cds1,0.77317315,0.14794672074480342,0.3271604938271605,0.1792137730823571
cldn10,0.77303565,0.8913213808360603,0.4814814814814815,-0.40983989935457876
col1a1,0.77231735,0.9867723648430659,0.9598765432098766,-0.026895821633189265
stxbp6,0.7720194,0.4813568696133106,0.4012345679012346,-0.08012230171207602
krt12,0.77198994,0.5625662533990874,0.44753086419753085,-0.11503538920155654
rbp1,0.7719242,0.9447849933170485,0.8024691358024691,-0.1423158575145793
rgs7,0.77157015,0.110107388118173,0.33333333333333337,0.22322594521516037
atp1b3,0.7706898,0.039406369544176645,0.3364197530864198,0.29701338354224316
kcna6,0.7702833,0.1667972530764622,0.37962962962962965,0.21283237655316745
nfix,0.7693339,0.2049592109508227,0.34259259259259256,0.13763338164176986
cacna2d3,0.7690961,0.2749688897082546,0.3487654320987654,0.07379654239051081
kcnip4,0.76899606,0.1893810204175692,0.3364197530864198,0.1470387326688506
cldn5,0.76836705,0.975572659814721,0.5987654320987654,-0.37680722771595554
laptm5,0.7673273,0.9863114716320228,0.7376543209876543,-0.24865715064436855
itm2a,0.767117,0.7037378439415587,0.40740740740740744,-0.29633043653415125
id4,0.7669236,0.7135548693367746,0.44753086419753085,-0.26602400513924374
fndc5,0.7667703,0.19316034474812183,0.3549382716049383,0.16177792685681647
fcrls,0.7667578,0.9864036502742315,0.8271604938271605,-0.159243156447071
cyyr1,0.7666821,0.990321242568097,0.9691358024691358,-0.021185440098961172
s100a13,0.76620775,0.9125224685440383,0.5061728395061729,-0.4063496290378654
aldh1a2,0.7651032,0.9897220813937411,0.9753086419753086,-0.014413439418432428
cd82,0.7648326,0.9791676268608563,0.8271604938271605,-0.15200713303369584
cntnap2,0.76465714,0.1479928100659077,0.3549382716049383,0.2069454615390306
epas1,0.76463044,0.9385168456468637,0.4537037037037037,-0.48481314194315994
phyhip,0.764199,0.1308475826151081,0.3672839506172839,0.23643636800217582
dusp14,0.76410854,0.2239941005668986,0.345679012345679,0.12168491177878038
aqp4,0.763834,0.9696271373922662,0.5216049382716049,-0.4480221991206613
cnih3,0.76322573,0.3957690003226253,0.40740740740740744,0.011638407084782143
pltp,0.7626972,0.9110476102687007,0.6666666666666667,-0.244380943602034
ssbp2,0.7624279,0.04327787251693782,0.36111111111111116,0.31783323859417334
itgb5,0.76083845,0.9429414204728764,0.8117283950617284,-0.131213025411148
mcam,0.7597696,0.9753883025303037,0.8425925925925926,-0.13279570993771117
mgat5,0.758969,0.3294464672535373,0.3765432098765432,0.047096742623005894
arhgap32,0.7582951,0.21182651979536338,0.3765432098765432,0.16471669008117984
osbp2,0.7581462,0.22086002673180627,0.3549382716049383,0.13407824487313202
pllp,0.75789034,0.8311287274738444,0.5154320987654322,-0.3156966287084122
pamr1,0.7567455,0.618242153293082,0.43827160493827155,-0.1799705483548104
hk2,0.7565875,0.957459556620731,0.9506172839506173,-0.006842272670113725
slc44a1,0.756562,0.32257915840899665,0.38888888888888884,0.06630973047989219
itih5,0.756521,0.9530810711158224,0.8703703703703703,-0.08271070074545206
flt1,0.75506634,0.979582430750795,0.7067901234567902,-0.27279230729400483
rtn4rl1,0.7549843,0.42286952113195375,0.41666666666666663,-0.006202854465287122
kcnv1,0.75459135,0.4575747799234917,0.37037037037037035,-0.08720440955312136
slco1a4,0.7544231,0.975572659814721,0.6080246913580247,-0.36754796845669624
synpr,0.75389355,0.41955109001244406,0.31481481481481477,-0.10473627519762929
aspn,0.7537777,0.9863114716320228,0.9783950617283951,-0.007916409903627741
hs3st2,0.75359094,0.5262478683688989,0.46604938271604934,-0.060198485652849576
gfra2,0.7526792,0.46623957229110014,0.3950617283950617,-0.07117784389603843
tril,0.75237685,0.9453380651703001,0.6604938271604939,-0.2848442380098062
rbpms,0.7513709,0.9487486749320182,0.9783950617283951,0.029646386796376878
pld4,0.75102526,0.9892150988615938,0.8888888888888888,-0.10032620997270492
serping1,0.75097847,0.9725768539429415,0.9598765432098766,-0.012700310733064879
tesc,0.7509101,0.4666082868599346,0.441358024691358,-0.02525026216857662
lzts1,0.75047225,0.3962759828547725,0.38888888888888884,-0.007387093965883662
foxp2,0.7501139,0.8506245103009633,0.7407407407407407,-0.10988376956022261
wscd1,0.74939585,0.6087477531455961,0.4506172839506173,-0.15813046919497886
tagln,0.74897486,0.9344609853896853,0.9598765432098766,0.025415557820191337
gng11,0.74888104,0.961607595520118,0.5987654320987654,-0.36284216342135256
tek,0.7487048,0.9359358436650228,0.9166666666666666,-0.019269176998356174
sox10,0.7481568,0.9862653823109185,0.7685185185185185,-0.21774686379240005
nxph4,0.748093,0.9599022906392589,0.962962962962963,0.0030606723237041056
ctla2a,0.747421,0.9863114716320228,0.7407407407407407,-0.24557073089128212
hpgd,0.7472234,0.9410056689864958,0.9228395061728395,-0.01816616281365635
rab3b,0.7469837,0.26312393418444946,0.4104938271604939,0.14736989297604441
pglyrp1,0.74696624,0.9725768539429415,0.8024691358024691,-0.17010771814047232
cit,0.7466651,0.068949624372033,0.3858024691358025,0.3168528447637695
sulf2,0.7461841,0.22261142093376962,0.4012345679012346,0.17862314696746495
cd63,0.74617916,0.5849656634557773,0.39814814814814814,-0.18681751530762913
serpinf1,0.7457337,0.9457989583813431,0.9259259259259259,-0.01987303245541716
slc2a1,0.7456907,0.4666082868599346,0.3765432098765432,-0.09006507698339139
nrsn2,0.74442023,0.2485597087154906,0.39814814814814814,0.14958843943265754
kcnk2,0.7431989,0.35447296861317235,0.43827160493827155,0.08379863632509921
cfh,0.74190336,0.9764944462368069,0.8271604938271605,-0.14933395240964642
satb2,0.7418219,0.5130663225330692,0.40740740740740744,-0.10565891512566172
lims2,0.74179083,0.9349218786007282,0.8148148148148149,-0.12010706378591329
vamp5,0.7403696,0.9748813199981564,0.9475308641975309,-0.02735045580062556
gjc1,0.7398113,0.9216020648015855,0.9320987654320988,0.010496700630513334
abcb1a,0.7384026,0.9192515094252661,0.7932098765432098,-0.12604163288205628
tm4sf1,0.7382526,0.9613310595934922,0.8395061728395061,-0.12182488675398606
pnck,0.73817277,0.10144259575056458,0.38888888888888884,0.28744629313832426
fhl1,0.7377842,0.23671475319168545,0.40740740740740744,0.170692654215722
cux2,0.7377766,0.5476794026823986,0.5061728395061729,-0.0415065631762257
frmd8,0.7376403,0.8822417845785131,0.7746913580246914,-0.10755042655382174
dbx2,0.7376078,0.9277319445084574,0.7901234567901234,-0.137608487718334
prex2,0.73724234,0.7752223809743283,0.5524691358024691,-0.22275324517185913
tspan15,0.7368574,0.9043646587085772,0.7839506172839507,-0.12041404142462653
slc39a12,0.7363121,0.9590726828593815,0.6481481481481481,-0.3109245347112334
id1,0.73601836,0.9185601696087017,0.7438271604938271,-0.17473300911487455
fyb,0.7356205,0.9898142600359496,0.9598765432098766,-0.029937716826073046
uchl3,0.7353934,0.052357468774484994,0.404320987654321,0.351963518879836
nkain4,0.7350816,0.45964879937318526,0.44753086419753085,-0.012117935175654404
ifitm1,0.73422,0.9836382910079735,0.9382716049382716,-0.045366686069701956
tle4,0.7338982,0.39401760612066183,0.49382716049382713,0.0998095543731653
rcn3,0.7338856,0.9737290869705489,0.9537037037037037,-0.02002538326684522
lum,0.7334438,0.9913352076323916,0.9876543209876543,-0.0036808866447373134
gsta4,0.7333899,0.43351615430704704,0.441358024691358,0.007841870384310945
sfxn5,0.7331474,0.4415817855002996,0.42901234567901236,-0.01256943982128722
id3,0.732817,0.8498870811632945,0.5648148148148149,-0.2850722663484796
grb14,0.7325301,0.6128036134027746,0.44753086419753085,-0.1652727492052437
camk2d,0.73250663,0.1839424805272618,0.40740740740740744,0.22346492688014563
frmpd4,0.7322085,0.14001935751486383,0.4135802469135802,0.27356088939871637
caln1,0.73108524,0.29506383370972944,0.42901234567901236,0.13394851196928292
rilpl1,0.7308287,0.2889800433239619,0.42592592592592593,0.13694588260196405
dnajc21,0.7301123,0.20910724985020968,0.43518518518518523,0.22607793533497555
garnl3,0.72992283,0.23777480757708436,0.4320987654320988,0.19432395785501444
lhx2,0.7294552,0.6971470710236438,0.4783950617283951,-0.21875200929524874
arhgef10,0.72874594,0.879292068027838,0.8148148148148149,-0.06447725321302311
slc6a20a,0.72869027,0.9851592386044153,0.8858024691358025,-0.09935676946861283
sh3bgrl,0.72840166,0.1351799787989123,0.3827160493827161,0.24753607058380378
eng,0.7278377,0.9085126976079643,0.7777777777777778,-0.13073491983018648
hcn1,0.727818,0.18302069410517585,0.4320987654320988,0.24907807132692295
gpd1,0.72757316,0.4101949578282712,0.42901234567901236,0.018817387850741163
syt6,0.7268951,0.863944324100106,0.7901234567901234,-0.07382086730998261
lamb2,0.72654635,0.9528045351891967,0.8641975308641976,-0.08860700432499913
phgdh,0.7258926,0.8305295662994884,0.5308641975308642,-0.29966536876862415
tinagl1,0.72490656,0.9445545467115269,0.9537037037037037,0.009149156992176777
cxcl12,0.7246582,0.753836935981933,0.5030864197530864,-0.2507505162288466
ccnh,0.7244791,0.031064202424298304,0.4135802469135802,0.3825160444892819
rarres2,0.72399575,0.9785684656865005,0.8364197530864197,-0.14214871260008077
rab26,0.723743,0.3415679587039683,0.49382716049382713,0.15225920178985886
pdgfrb,0.7228324,0.9523436419781537,0.8487654320987654,-0.10357820987938826
slc9a3r1,0.72199774,0.9593492187860073,0.6975308641975309,-0.26181835458847647
rgl1,0.72197294,0.26611974005622896,0.4320987654320988,0.16597902537586984
sod3,0.72179323,0.9489330322164354,0.8734567901234568,-0.07547624209297865
nfia,0.72156596,0.5113149283311057,0.5123456790123457,0.0010307506812400336
hspb2,0.7210137,0.9381481310780292,0.962962962962963,0.02481483188493383
gatm,0.72070426,0.7147531916854865,0.4814814814814815,-0.23327171020400495
