,score,is_training,sparsity_sp,sparsity_sc,sparsity_diff
ndufc1,0.974924,False,0.006172839506172867,0.010093561321841693,-0.003920721815668826
ndufc2,0.9748412,False,0.012345679012345734,0.004240217541595648,0.008105461470750086
atp5c1,0.9748273,True,0.012345679012345734,0.0050237360003687614,0.007321943011976972
rnf187,0.97469866,False,0.0092592592592593,0.026685716919389812,-0.017426457660130512
atp2b1,0.974505,True,0.0092592592592593,0.030142416002212236,-0.020883156742952935
kif1b,0.9744609,False,0.0030864197530864335,0.01829746047840719,-0.015211040725320757
atp6v1g2,0.9743879,False,0.0,0.030050237360003673,-0.030050237360003673
dbi,0.97426736,True,0.0030864197530864335,0.029082361616813435,-0.025995941863727
clip3,0.9742183,False,0.0030864197530864335,0.0381619578743605,-0.035075538121274064
rpl22l1,0.9739598,False,0.006172839506172867,0.028529289763561838,-0.02235645025738897
myl12b,0.97381,False,0.01851851851851849,0.009678757431903051,0.008839761086615439
eef2,0.9738029,False,0.012345679012345734,0.014425957505645903,-0.0020802784933001695
eif5a,0.97377217,False,0.0092592592592593,0.013734617689081463,-0.004475358429822163
camk2a,0.9736954,True,0.0,0.12315066599068991,-0.12315066599068991
mdh2,0.97369164,False,0.012345679012345734,0.009402221505277253,0.002943457507068481
cdc42,0.9735701,False,0.015432098765432056,0.005991611743559,0.009440487021873056
gpi1,0.97353435,False,0.012345679012345734,0.015578190533253489,-0.003232511520907755
slc25a3,0.9735286,True,0.0092592592592593,0.003180163156196736,0.0060790961030625645
rps5,0.9735073,False,0.0030864197530864335,0.022445499377794165,-0.01935907962470773
ppp2ca,0.9735032,False,0.006172839506172867,0.01461031479006314,-0.008437475283890272
rnasek,0.97344834,False,0.0030864197530864335,0.008756971009816983,-0.005670551256730549
nckap1,0.9734354,False,0.006172839506172867,0.026409180992764014,-0.020236341486591147
plp1,0.97336036,True,0.0,0.8106650689035351,-0.8106650689035351
purb,0.9733528,False,0.006172839506172867,0.03295386458957461,-0.026781025083401744
syn2,0.97334886,False,0.0092592592592593,0.045351891966631364,-0.03609263270737206
gabbr1,0.9731055,False,0.012345679012345734,0.028851915011291918,-0.016506235998946184
grcc10,0.9728298,False,0.006172839506172867,0.009724846753007332,-0.0035520072468344654
ndufa11,0.9727208,False,0.0092592592592593,0.00829607779877406,0.0009631814604852407
akr1a1,0.9726524,False,0.006172839506172867,0.013458081762455665,-0.007285242256282798
tsc22d1,0.9725034,True,0.0,0.02396644697423611,-0.02396644697423611
matr3,0.97244686,False,0.015432098765432056,0.018435728441720034,-0.0030036296762879777
camk2b,0.97231936,False,0.006172839506172867,0.05300271926994515,-0.046829879763772286
reep5,0.97223544,False,0.006172839506172867,0.013089367193621193,-0.006916527687448326
arf1,0.97218865,False,0.0030864197530864335,0.01295109923030835,-0.009864679477221916
prkar1b,0.9721665,False,0.01851851851851849,0.046089321104300085,-0.027570802585781595
ndufb2,0.9721535,False,0.012345679012345734,0.008342167119878341,0.004003511892467393
rpl18,0.9720418,False,0.0030864197530864335,0.010231829285154648,-0.007145409532068214
tcf25,0.9719638,False,0.015432098765432056,0.015854726459879287,-0.0004226276944472307
hsbp1,0.9719587,False,0.006172839506172867,0.004977646679264369,0.0011951928269084977
tagln3,0.971783,True,0.015432098765432056,0.024012536295340392,-0.008580437529908336
fkbp3,0.9717806,False,0.012345679012345734,0.020740194496935094,-0.00839451548458936
prdx5,0.9715588,False,0.012345679012345734,0.01696087016638248,-0.004615191154036746
atp6v1d,0.9715395,False,0.012345679012345734,0.01723740609300828,-0.004891727080662545
ndufa12,0.9715209,True,0.0,0.009448310826381534,-0.009448310826381534
c1qtnf4,0.97138494,False,0.0092592592592593,0.051343503710190364,-0.04208424445093106
ndufa2,0.97130495,False,0.012345679012345734,0.005438539890307403,0.0069071391220383305
h2afz,0.97126514,False,0.015432098765432056,0.01760612066184264,-0.002174021896410583
mbp,0.97121745,False,0.0,0.385444992395262,-0.385444992395262
atp6v0e2,0.97119564,False,0.006172839506172867,0.026870074203806937,-0.02069723469763407
kif5c,0.971183,False,0.006172839506172867,0.053094897912153716,-0.04692205840598085
maged1,0.97110677,True,0.0030864197530864335,0.026132645066138216,-0.023046225313051782
rpl7,0.97102064,True,0.0092592592592593,0.011891044844909437,-0.002631785585650137
timm8b,0.97076595,False,0.015432098765432056,0.016684334239756682,-0.0012522354743246256
vdac1,0.9705929,False,0.0092592592592593,0.015808637138774895,-0.006549377879515594
mlf2,0.97051334,False,0.012345679012345734,0.010370097248467491,0.0019755817638782425
ghitm,0.9702564,False,0.012345679012345734,0.019127068258284585,-0.006781389245938851
fis1,0.97024745,False,0.0092592592592593,0.01567036917546205,-0.006411109916202751
pak1,0.9701679,True,0.012345679012345734,0.04793289394847211,-0.03558721493612638
tspan3,0.9701603,False,0.015432098765432056,0.006268147670184798,0.009163951095247258
ensa,0.9699669,False,0.015432098765432056,0.030418951928838034,-0.014986853163405978
mpc1,0.96993226,False,0.0030864197530864335,0.009678757431903051,-0.006592337678816618
eif4g2,0.96975785,False,0.006172839506172867,0.012351938055952472,-0.006179098549779605
enc1,0.9694843,True,0.0092592592592593,0.2529381942203991,-0.2436789349611398
thra,0.96940243,False,0.006172839506172867,0.056090703783933216,-0.04991786427776035
