,score,is_training,sparsity_sp,sparsity_sc,sparsity_diff
itm2b,0.9088269,True,0.0,0.0003226252477300795,-0.0003226252477300795
ubl5,0.9084229,False,0.0030864197530864335,0.009863114716320176,-0.0067766949632337425
ywhah,0.9083458,False,0.0,0.01834354979951147,-0.01834354979951147
aldoa,0.9083144,False,0.0,0.001705304880859071,-0.001705304880859071
atp6v0c,0.9082895,False,0.0,0.004839378715951526,-0.004839378715951526
atp5g3,0.9082837,True,0.0,0.0017974835230677444,-0.0017974835230677444
ppp3ca,0.908142,True,0.0,0.017467852698529795,-0.017467852698529795
cpe,0.9080586,False,0.0,0.009448310826381534,-0.009448310826381534
tuba1a,0.9080533,True,0.0,0.0052541826058901675,-0.0052541826058901675
rpl11,0.9078321,False,0.0,0.017513942019634077,-0.017513942019634077
cck,0.90778065,True,0.0,0.22284186753929114,-0.22284186753929114
cox6a1,0.9076693,False,0.0,0.001520947596441946,-0.001520947596441946
olfm1,0.907603,True,0.0,0.02922062958012628,-0.02922062958012628
rtn4,0.90745664,True,0.0,0.0316172742775499,-0.0316172742775499
atp5h,0.9073322,False,0.0,0.0031340738350924546,-0.0031340738350924546
tpt1,0.9072769,False,0.0,0.006867308844540676,-0.006867308844540676
cox7a2,0.9072719,False,0.0,0.0033645204406138607,-0.0033645204406138607
ndrg4,0.9071195,False,0.0,0.027146610130432736,-0.027146610130432736
atp5a1,0.9070914,False,0.0,0.0052541826058901675,-0.0052541826058901675
stmn1,0.90707916,True,0.0,0.024519518827487707,-0.024519518827487707
actb,0.9070631,True,0.0,0.0005530718532515966,-0.0005530718532515966
rtn3,0.9070218,False,0.0030864197530864335,0.012858920588099787,-0.009772500835013354
rps29,0.90701926,True,0.0,0.0020279301285891504,-0.0020279301285891504
ywhab,0.90701574,False,0.006172839506172867,0.010692722496197682,-0.004519882990024815
ndufb9,0.9070121,False,0.0,0.004931557358160088,-0.004931557358160088
eef1a1,0.9068395,True,0.0,0.0035027884039268153,-0.0035027884039268153
atp6v1e1,0.9067979,False,0.006172839506172867,0.010877079780614807,-0.00470424027444194
rplp1,0.90672874,False,0.0,0.007927363229939588,-0.007927363229939588
rps23,0.90664095,True,0.0,0.011337972991657841,-0.011337972991657841
rpl21,0.9065114,False,0.0,0.008434345762086903,-0.008434345762086903
ttc3,0.906499,False,0.0030864197530864335,0.0166382449186524,-0.013551825165565967
atp5j,0.90649796,True,0.0,0.0014287689542332727,-0.0014287689542332727
cox6b1,0.906468,False,0.0,0.0019818408074848692,-0.0019818408074848692
rpl13a,0.9063989,False,0.0,0.013273724478038429,-0.013273724478038429
ldhb,0.9063924,True,0.0,0.010139650642945974,-0.010139650642945974
rps16,0.9063552,False,0.0030864197530864335,0.019541872148223227,-0.016455452395136794
