,train_score,sparsity_sc,sparsity_sp,sparsity_diff
adap2os,0.68470484,0.9561121410464984,0.9995939910678034,0.043481850021305
dlgap1,0.68407065,0.16185539707162044,0.7086885911490053,0.5468331940773848
sec62,0.68397105,0.23381635201089634,0.7676613885505481,0.5338450365396518
pak1,0.68373126,0.20014377057243393,0.7783191230207065,0.5781753524482726
tcf4,0.68352324,0.04661193295751198,0.7264514819326024,0.6798395489750905
pllp,0.6827671,0.8700389693920019,0.9487413723101908,0.07870240291818897
rab3c,0.6816111,0.4899928114713783,0.8332318311002842,0.3432390196289059
adgrf5,0.67983603,0.9845635806439408,0.9894437677628908,0.004880187118949997
egflam,0.67969626,0.9655707313382014,0.9987819732034104,0.033211241865209074
pld5,0.6786084,0.8769626574855284,0.9966504263093788,0.11968776882385046
cnr1,0.6769137,0.6555181415761795,0.9525984571660576,0.29708031558987813
cd37,0.67664033,0.9744618062124021,0.9970564352415753,0.022594629029173197
cped1,0.6763572,0.9350384018765843,0.9970564352415753,0.06201803336499101
klf2,0.6759129,0.9581173621883394,0.9846731628095818,0.02655580062124241
pald1,0.674681,0.954598766599826,0.9966504263093788,0.042051659709552824
serpini1,0.6727807,0.46827588816162835,0.842671538773853,0.3743956506122247
pde1a,0.6708472,0.3647232416480648,0.8157734470158343,0.4510502053677695
myrf,0.66933227,0.9255041428625478,0.9847746650426309,0.05927052218008311
rbm47,0.6679172,0.9657977375052023,0.9996954933008526,0.03389775579565035
tubb4a,0.6669723,0.44905603268888805,0.8152659358505887,0.36620990316170066
pdgfd,0.66634136,0.9423025992206122,0.9977669508729192,0.05546435165230701
ncam1,0.6653152,0.09859634520071126,0.7774056029232643,0.6788092577225531
spi1,0.66461474,0.9744239718512353,0.9972594397076736,0.022835467856438307
rgs12,0.6645731,0.9147970186523401,0.9805115712545676,0.06571455260222747
fgd2,0.66402996,0.9689379894820476,0.9947218838814454,0.025783894399397878
phldb1,0.66298604,0.8118497219174454,0.9554405196914332,0.14359079777398776
adarb2,0.66284347,0.8356097007302031,0.986398700771417,0.15078900004121387
prkch,0.6626308,0.9557716317959971,0.9974624441737718,0.04169081237777472
dock6,0.6622409,0.9516476864288147,0.9937068615509541,0.042059175122139414
rcsd1,0.661586,0.9570958344368355,0.9980714575720666,0.040975623135231065
gjc3,0.6612776,0.8455979720782415,0.9506699147381242,0.10507194265988273
trem2,0.66052616,0.9605009269418486,0.98721071863581,0.02670979169396137
gpr37l1,0.66042286,0.8613370663236352,0.9095615103532277,0.048224444029592584
ttyh1,0.6594198,0.32098672013923046,0.706049533089728,0.3850628129504975
hapln2,0.6593706,0.9074949869471454,0.9766544863987008,0.06915949945155542
sh3gl2,0.6586859,0.30017782149748407,0.8085667884693464,0.5083889669718623
ugt8a,0.65812,0.8138927774204533,0.952801461632156,0.13890868421170266
slc1a3,0.65806687,0.7476448110173659,0.8107998375964272,0.06315502657906125
tbxas1,0.65736556,0.9377624758805948,0.9966504263093788,0.05888795042878403
dlx1as,0.65657187,0.8876319473345693,0.9822371092164027,0.09460516188183343
nckap5,0.6555278,0.7345162876924823,0.9875152253349574,0.25299893764247505
lamp5,0.65540963,0.6716355794332413,0.8638855054811205,0.19224992604787927
smo,0.6548561,0.9505883243161439,0.9951278928136419,0.04453956849749796
colec12,0.65479267,0.9627331542506905,0.9967519285424279,0.034018774291737386
atp2b2,0.6547827,0.207559305361129,0.8233861144945189,0.6158268091333899
ebf1,0.65424216,0.9607279331088494,0.9953308972797401,0.034602964170890704
pla2g7,0.6540772,0.8431009042412319,0.8687576126674788,0.0256567084262469
lrrk1,0.6527452,0.952366539290984,0.9980714575720666,0.045704918281082585
fbxl7,0.6517744,0.8369717377322083,0.9929963459196103,0.15602460818740194
diras2,0.6505755,0.6275963830350725,0.818717011774259,0.19112062873918656
pla2g16,0.65032756,0.8835458363285535,0.9279334145351198,0.04438757820656625
cyth4,0.6503204,0.9645870379478643,0.9920828258221681,0.027495787874303845
kcnc1,0.64837545,0.608414361923499,0.9405196914332116,0.3321053295097126
gja1,0.6482324,0.8590291702924596,0.9232643118148599,0.06423514152240029
lhx6,0.64712816,0.95739850932617,0.9898497766950873,0.03245126736891735
pcsk2,0.6465034,0.3135711853505354,0.8257206658546488,0.5121494805041134
ptn,0.64557743,0.2265521546668684,0.7960820138043037,0.5695298591374353
vwc2l,0.6444637,0.9147591842911732,0.9901542833942347,0.07539509910306152
slc24a2,0.64414877,0.19053384283606367,0.799533089727974,0.6089992468919103
mecom,0.6440877,0.9684839771480459,0.9971579374746244,0.02867396032657854
pbx3,0.6440617,0.8506299421134274,0.991981323589119,0.1413513814756916
dlx6os1,0.6430595,0.9069274715296433,0.9910678034916768,0.08414033196203352
fcer1g,0.64202356,0.9547501040444932,0.9889362565976452,0.03418615255315194
d7ertd443e,0.64184505,0.909992054784155,0.9966504263093788,0.08665837152522382
peg3,0.641041,0.3845106125383073,0.8404384896467723,0.45592787710846494
flt1,0.6374578,0.9704891982898869,0.9831506293138449,0.012661431023958003
hmcn1,0.6373249,0.9402973780787711,0.9980714575720666,0.057774079493295494
prkce,0.636283,0.20956452650296997,0.8173974827446204,0.6078329562416505
il6ra,0.6361456,0.928266051227725,0.9967519285424279,0.0684858773147029
map2,0.63596684,0.16299042790662477,0.7073690621193667,0.5443786342127419
fcrls,0.63559157,0.9587227119670084,0.9809175801867641,0.022194868219755692
prdx6,0.6354367,0.539480155877568,0.7993300852618758,0.25984992938430773
ctss,0.63373595,0.9300064318413983,0.9442752740560292,0.014268842214630872
sntb1,0.63308954,0.8863834134160644,0.9987819732034104,0.11239855978734603
elfn1,0.63296777,0.9378003102417616,0.9902557856272838,0.0524554753855222
phldb2,0.63159883,0.9397676970224358,0.9944173771822981,0.05464968015986227
gria1,0.6311207,0.28890318186977415,0.8357693869265124,0.5468662050567382
pltp,0.62982345,0.9620521357496878,0.9682298010556232,0.0061776653059353315
sulf1,0.6297711,0.8512731262532632,0.9912708079577751,0.13999768170451188
clic4,0.6296533,0.848095039915251,0.9462038164839627,0.09810877656871164
c1qa,0.6294301,0.9256176459460482,0.9576735688185141,0.032055922872465836
cldn5,0.62890184,0.9841474026711059,0.9931993503857085,0.009051947714602604
smarca2,0.6276674,0.3033180734743294,0.8046082013804303,0.501290127906101
ly6a,0.6273743,0.9776020581892475,0.9773650020300446,-0.00023705615920288636
fut9,0.6270463,0.24588551322310925,0.8574908647990256,0.6116053515759163
lef1,0.6267889,0.9645492035866975,0.9947218838814454,0.030172680294747956
ppp1r14a,0.6267273,0.8923612424804207,0.9604141291108405,0.06805288663041975
glra2,0.6266765,0.8860050698043963,0.9923873325213155,0.1063822627169192
serinc3,0.6258839,0.46350875865461016,0.8265326837190419,0.3630239250644317
rab3b,0.6255203,0.8376149218720442,0.9453917986195697,0.10777687674752545
aspa,0.6253251,0.8506299421134274,0.965590742996346,0.1149608008829186
fa2h,0.62498593,0.8608452196284666,0.9724928948436866,0.11164767521522001
r3hdm1,0.62365323,0.13832242442586362,0.82907023954527,0.6907478151194064
ninj2,0.6229514,0.8761681359010253,0.9886317498984978,0.11246361399747251
tcf7l1,0.6229221,0.9265635049752186,0.9960414129110841,0.0694779079358655
2900011o08rik,0.62255013,0.3698687147667512,0.820239545269996,0.4503708305032448
kalrn,0.62248474,0.19567931595475008,0.7968940316686968,0.6012147157139467
ranbp3l,0.6219662,0.9157428776815103,0.9963459196102314,0.08060304192872114
9530026p05rik,0.6219295,0.9068896371684764,0.9951278928136419,0.08823825564516552
gria3,0.6212296,0.3193220082478907,0.8655095412099066,0.5461875329620159
adgrl4,0.62102765,0.977299383299913,0.9939098660170523,0.016610482717139385
nos1ap,0.61959964,0.29367031137679245,0.8744417377182299,0.5807714263414374
sema3c,0.6192516,0.8553214028981121,0.9828461226146975,0.1275247197165854
rbpms,0.61923593,0.965041050281866,0.9969549330085262,0.03191388272666018
rgs7bp,0.61897624,0.2721047255117097,0.8439910678034916,0.5718863422917819
runx1,0.61816496,0.9571336687980023,0.9988834754364596,0.04174980663845729
ets1,0.6179944,0.9430971208051152,0.9967519285424279,0.05365480773731268
atp13a5,0.6178807,0.8627747720479739,0.9953308972797401,0.1325561252317662
sox10,0.6173315,0.8923612424804207,0.9690418189200163,0.07668057643959558
ly6c1,0.6172428,0.9749158185464039,0.9747259439707674,-0.0001898745756364617
vwa1,0.6172219,0.9225530626915365,0.9809175801867641,0.05836451749522764
arpp21,0.6167329,0.311830804736862,0.7934429557450264,0.48161215100816446
c1qb,0.61649173,0.9222503878022019,0.9675192854242793,0.04526889762207742
scg2,0.61624306,0.5775415232113805,0.904080389768575,0.32653886655719444
lingo1,0.6162413,0.4111081684385759,0.8564758424685344,0.44536767402995847
slc30a10,0.6159061,0.9355302485717528,0.9902557856272838,0.05472553705553096
rbfox1,0.61570567,0.23714577579357576,0.7680673974827446,0.5309216216891688
syne1,0.6156926,0.17452990806250235,0.8425700365408039,0.6680401284783015
sparc,0.61503255,0.8986795807952783,0.8625659764514819,-0.0361136043437964
rsrp1,0.6148848,0.07960349589497184,0.793138449045879,0.7135349531509072
slc7a11,0.61478615,0.8721198592561765,0.9838611449451888,0.11174128568901232
fam107a,0.61471826,0.866179864552987,0.7721274868047097,-0.09405237774827735
fezf2,0.61363906,0.8409821800158904,0.9538164839626472,0.11283430394675675
rnf152,0.61324495,0.8707956566153381,0.9777710109622412,0.10697535434690308
dapp1,0.6132065,0.9382921569369301,0.9957369062119367,0.057444749275006535
oxr1,0.6126717,0.13037720858083313,0.8325213154689404,0.7021441068881072
1700047m11rik,0.61266285,0.8946313041504295,0.9817295980511571,0.08709829390072765
nptx1,0.61198443,0.6540426014906738,0.9088509947218839,0.2548083932312101
id1,0.6119483,0.9492641216753055,0.9868047097036134,0.03754058802830795
anxa3,0.61146057,0.9600090802466801,0.9938083637840033,0.0337992835373232
tshz2,0.6114216,0.8535431879232719,0.8914941128704832,0.037950924947211306
nrip3,0.6113706,0.7835117854035034,0.8973812423873325,0.11386945698382911
ctsh,0.61132705,0.9615981234156861,0.9914738124238733,0.029875689008187267
h2-k1,0.61130965,0.9420755930536113,0.9748274462038165,0.032751853150205124
scg3,0.610725,0.44587794635087585,0.7807551766138855,0.33487723026300964
hs3st4,0.61070436,0.5852597328894102,0.8845919610231425,0.2993322281337323
id3,0.6079332,0.9140403314290038,0.9658952496954933,0.05185491826648958
ptprb,0.607933,0.9520260300404828,0.9909663012586277,0.03894027121814492
arhgap6,0.6077224,0.8587264954031251,0.997563946406821,0.13883745100369593
inpp4b,0.60720044,0.7247171881502781,0.9906617945594803,0.26594460640920226
itm2a,0.60610825,0.9550527789338277,0.9774665042630938,0.02241372532926611
cmtm5,0.60563666,0.848095039915251,0.9467113276492083,0.09861628773395725
gm14964,0.60556674,0.9103325640346562,0.9928948436865611,0.08256227965190488
cacnb4,0.6050911,0.25992206121599637,0.8469346325619164,0.58701257134592
eng,0.6043997,0.9702243577617192,0.9934023548518067,0.0231779970900875
slco1a4,0.60431916,0.9808179788884265,0.9828461226146975,0.0020281437262710256
enpp2,0.603826,0.49033332072187963,0.8885505481120585,0.39821722739017884
stx1a,0.60286486,0.48806325905187087,0.8514007308160779,0.36333747176420705
slc12a2,0.60270894,0.6014150051076388,0.9403166869671132,0.33890168185947445
sv2b,0.60197854,0.3956339147213499,0.8785018270401949,0.48286791231884496
pclo,0.6018686,0.22685482955620295,0.8544457978075517,0.6275909682513487
sorl1,0.6014914,0.3740683288562673,0.8824604141291108,0.5083920852728435
ly86,0.6014803,0.9564526502969998,0.989646772228989,0.03319412193198923
vav2,0.600949,0.9245204494722107,0.9939098660170523,0.06938941654484165
prox1,0.6003222,0.9040898944421324,0.9860941940722696,0.08200429963013722
tmem130,0.60031044,0.6227914191668873,0.8824604141291108,0.2596689949622235
rasgrp3,0.5986727,0.9089326926714842,0.9886317498984978,0.07969905722701354
pdgfrb,0.59809995,0.9410918996632742,0.9951278928136419,0.05403599315036767
arl4c,0.59744555,0.851916310393099,0.9480308566788469,0.09611454628574789
s1pr1,0.5969745,0.8705686504483372,0.9348355663824605,0.06426691593412326
grm8,0.59624016,0.45325564677840413,0.7901948842874543,0.3369392375090502
abcb1a,0.59576064,0.9720404070977262,0.9891392610637434,0.01709885396601718
nostrin,0.59558475,0.9786614203019182,0.9970564352415753,0.018395014939657117
cntnap3,0.5950378,0.9103703983958231,0.9986804709703614,0.08831007257453827
gas7,0.5947154,0.3005561651091522,0.8304912708079578,0.5299351056988056
kank2,0.59435093,0.9345843895425826,0.9924888347543646,0.05790444521178195
cnksr2,0.5937891,0.31886799591388904,0.8478481526593585,0.5289801567454695
wscd1,0.593748,0.835836706897204,0.9500609013398295,0.11422419444262544
plcb1,0.59352154,0.17706481026067877,0.8178034916768169,0.6407386814161381
slc7a2,0.59349823,0.927471529643222,0.9920828258221681,0.06461129617894612
hspa12b,0.59298414,0.9615602890545193,0.9959399106780349,0.0343796216235156
fam19a1,0.59273005,0.5604025576028149,0.9612261469752335,0.4008235893724186
parm1,0.5906232,0.8511596231697628,0.9693463256191637,0.11818670244940088
